user_id,product_id,gender,age,occupation,city_category,stay_in_current_city_years,marital_status,product_category_1,product_category_2,product_category_3,purchase
1004921,P00184942,F,26-35,15,B,3,1,1,8.0,17.0,15319
1004922,P00238442,M,18-25,17,C,1,0,6,,,19932
1004923,P00127442,M,46-50,18,C,3,0,1,2.0,15.0,11818
1004924,P00120842,F,36-45,0,C,1,0,8,17.0,,9971
1004926,P0096442,M,0-17,10,C,1,0,4,5.0,12.0,2840
1004927,P00346342,M,46-50,0,B,4+,0,1,15.0,,11820
1004928,P00339342,F,26-35,3,A,4+,0,1,,,11552
1004929,P00115742,M,46-50,1,C,1,1,6,10.0,16.0,16361
1004930,P00117942,M,51-55,17,C,0,1,5,15.0,,8614
1004931,P00293842,M,51-55,17,C,3,1,1,2.0,9.0,15523
1004933,P00283142,M,26-35,15,B,3,0,13,14.0,16.0,378
1004934,P00290342,F,26-35,0,A,2,0,8,,,2027
1004935,P00153442,M,36-45,17,C,3,0,8,17.0,,8097
1004937,P00070942,M,36-45,0,C,1,1,3,5.0,16.0,13601
1004939,P00073842,M,26-35,7,C,0,1,1,15.0,17.0,11928
1004940,P00148642,F,51-55,11,B,1,0,6,10.0,13.0,20362
1004942,P00151742,M,46-50,12,B,3,1,8,15.0,16.0,9708
1004943,P00336342,F,51-55,0,C,1,0,12,,,1395
1004944,P00237542,M,51-55,17,C,2,1,1,15.0,16.0,19670
1004945,P00148642,M,51-55,0,C,4+,1,6,10.0,13.0,12104
1004946,P00272842,F,36-45,1,B,1,0,5,14.0,,5248
1004947,P00110742,M,36-45,17,C,1,1,1,2.0,8.0,7691
1004948,P00114042,M,46-50,2,A,1,1,5,14.0,,3574
1004949,P00033542,M,18-25,4,A,4+,0,5,,,3651
1004950,P00106742,M,26-35,16,A,1,1,3,5.0,,10569
1004951,P00250642,F,36-45,17,B,3,1,11,,,7461
1004952,P00112442,F,26-35,14,A,1,1,6,8.0,,16162
1004953,P00242742,M,36-45,12,B,4+,0,1,2.0,9.0,15183
1004954,P00354942,M,46-50,0,C,3,1,8,,,6103
1004956,P00189642,M,36-45,15,B,1,1,8,13.0,,7880
1004957,P00193542,M,26-35,2,A,1,1,1,2.0,,19151
1004958,P00183142,M,18-25,7,B,1,0,15,,,12852
1004960,P00016542,M,55+,1,A,4+,0,1,6.0,16.0,7962
1004961,P00273742,M,26-35,7,C,1,1,1,17.0,,12053
1004962,P00255842,M,26-35,6,B,1,0,16,,,20832
1004964,P00102242,M,36-45,0,A,1,1,8,12.0,,5832
1004965,P00048142,M,0-17,10,C,1,0,1,16.0,,15534
1004966,P00341342,M,51-55,14,B,1,1,1,8.0,17.0,15653
1004968,P00141842,F,51-55,20,B,2,1,5,14.0,,5327
1004969,P00085242,M,18-25,19,A,2,0,8,14.0,17.0,8137
1004970,P00112842,F,26-35,12,C,1,0,8,17.0,,10076
1004972,P00273342,M,36-45,0,C,2,0,10,,,18555
1004973,P00153842,F,55+,2,C,1,1,8,14.0,16.0,7870
1004975,P00007242,M,36-45,0,C,3,0,8,12.0,,8004
1004976,P00351142,M,26-35,11,C,4+,1,1,8.0,17.0,19389
1004977,P00046742,M,26-35,4,B,2,0,1,2.0,15.0,11428
1004978,P00112142,M,36-45,14,A,3,0,1,2.0,14.0,15339
1004979,P00113242,M,36-45,2,B,1,1,1,6.0,8.0,19614
1004980,P00029242,M,26-35,1,B,0,0,8,,,5861
1004982,P00346242,M,26-35,12,C,1,0,1,15.0,,8253
1004983,P00121642,F,46-50,16,A,1,1,5,14.0,,6982
1004984,P00298242,M,36-45,0,A,1,1,8,,,4190
1004985,P00112542,M,36-45,0,C,3,0,1,11.0,15.0,19625
1004986,P00325242,M,18-25,12,C,0,0,16,,,16497
1004987,P00237542,F,55+,8,A,0,0,1,15.0,16.0,15541
1004989,P00318942,M,26-35,0,C,2,1,8,16.0,,6050
1004990,P00151342,F,26-35,4,B,2,1,7,,,20692
1004991,P00273542,F,55+,14,C,3,1,8,14.0,,6144
1004993,P00173242,M,46-50,17,C,2,0,5,,,1864
1004994,P00192542,M,46-50,17,B,4+,0,1,2.0,9.0,7970
1004995,P00270242,M,51-55,20,B,0,1,8,,,7785
1004996,P00346342,M,36-45,7,A,1,0,1,15.0,,15820
1004997,P0099342,M,0-17,10,A,1,0,5,8.0,,8749
1004998,P00136542,F,18-25,4,C,1,1,5,8.0,,7146
1004999,P00265242,F,55+,13,B,2,1,5,8.0,,8618
1005000,P00278642,M,26-35,4,B,4+,0,5,,,8689
1005001,P00151142,F,26-35,2,B,1,0,6,16.0,,8464
1005002,P00110842,M,26-35,17,B,1,1,1,2.0,5.0,15506
1005003,P00249542,M,36-45,12,C,1,0,1,5.0,15.0,15696
1005004,P00210942,F,55+,1,C,1,1,5,12.0,,8704
1005005,P00024742,M,46-50,16,B,2,0,8,11.0,,4182
1005008,P00050942,M,26-35,20,B,1,1,1,8.0,,15851
1005009,P00118742,F,46-50,16,C,1,1,5,11.0,,7035
1005010,P00176542,M,46-50,15,B,2,1,8,14.0,17.0,9855
1005011,P00112542,M,18-25,4,B,1,0,1,11.0,15.0,15210
1005012,P00343042,M,51-55,15,A,1,1,5,18.0,,5473
1005013,P00178542,M,18-25,4,C,4+,0,8,13.0,,6054
1005014,P00086042,M,46-50,0,C,0,1,8,14.0,17.0,10007
1005015,P00348842,M,36-45,6,B,2,1,1,6.0,,11402
1005016,P00205442,F,36-45,1,C,2,1,5,8.0,14.0,5469
1005017,P00025442,M,36-45,12,B,4+,0,1,2.0,9.0,19223
1005018,P00085342,F,55+,12,C,1,1,10,13.0,,23501
1005019,P00319342,M,26-35,7,A,4+,0,5,8.0,,5177
1005020,P00324742,F,55+,13,C,2,1,2,9.0,14.0,16052
1005021,P00198042,M,51-55,6,B,2,1,11,16.0,,4611
1005023,P00348442,M,36-45,20,A,3,1,3,12.0,,2863
1005024,P00087042,F,46-50,1,C,1,0,10,14.0,16.0,19226
1005025,P00051442,M,26-35,20,B,1,0,8,17.0,,8123
1005026,P00327842,M,26-35,17,B,1,1,8,16.0,,7933
1005029,P00286742,M,26-35,4,C,1,1,1,16.0,,15325
1005030,P00080342,M,18-25,1,C,1,0,1,6.0,8.0,19548
1005031,P00110842,F,26-35,4,B,0,0,1,2.0,5.0,19085
1005032,P00161442,M,18-25,17,A,3,0,5,14.0,,7068
1005033,P00211142,F,55+,13,C,1,1,5,,,8583
1005034,P00023042,F,26-35,15,C,1,1,5,14.0,,7189
1005035,P00111142,F,26-35,17,B,1,1,1,15.0,16.0,8197
1005036,P00277642,M,36-45,7,B,1,1,2,3.0,10.0,12696
1005037,P00334242,M,36-45,12,C,0,1,1,8.0,,15803
1005038,P00332342,M,26-35,20,B,0,0,5,8.0,,5290
1005039,P00333542,F,36-45,4,B,2,1,8,,,6107
1005040,P00181642,M,46-50,12,C,1,1,11,16.0,,4593
1005041,P00294842,F,46-50,6,C,1,1,8,,,8081
1005042,P00046742,F,18-25,2,A,4+,1,1,2.0,15.0,11737
1005043,P00144242,F,18-25,6,C,2,0,5,14.0,,7032
1005044,P00217742,F,36-45,6,C,0,1,5,14.0,,5150
1005045,P00303042,M,36-45,0,B,3,1,5,,,5336
1005046,P00279542,M,26-35,16,A,0,0,8,,,5979
1005047,P00283142,M,46-50,6,C,1,0,13,14.0,16.0,775
1005048,P00196542,F,36-45,7,C,1,1,5,8.0,14.0,5266
1005049,P00114042,M,26-35,12,B,0,0,5,14.0,,6906
1005050,P00057442,F,18-25,4,C,1,0,5,14.0,16.0,8662
1005051,P00225842,F,51-55,7,C,0,0,2,4.0,15.0,9744
1005052,P00085942,M,36-45,16,C,2,1,2,4.0,8.0,15992
1005053,P00018142,M,26-35,4,C,3,0,5,,,5366
1005054,P00103342,M,36-45,2,B,0,0,8,,,7995
1005055,P00086242,F,36-45,16,A,2,0,10,,,23169
1005056,P00085342,M,46-50,1,C,1,1,10,13.0,,23252
1005057,P00274942,M,51-55,7,C,4+,0,8,,,4248
1005058,P00345742,M,55+,17,C,0,1,1,2.0,15.0,15180
1005059,P0095242,M,46-50,16,C,1,1,4,5.0,,2755
1005060,P00338342,M,46-50,17,C,0,0,5,,,8726
1005061,P00065042,F,18-25,19,C,2,1,5,15.0,,7089
1005063,P00119642,F,0-17,10,B,3,0,1,2.0,8.0,19621
1005064,P00178242,M,18-25,4,B,0,0,8,,,5878
1005065,P00058042,M,26-35,14,C,4+,1,8,16.0,,7986
1005066,P00125142,F,26-35,1,C,4+,1,11,,,3231
1005067,P00051842,M,55+,13,B,1,0,4,8.0,,2791
1005068,P00113642,M,36-45,7,C,2,0,8,,,7959
1005069,P00088242,F,55+,0,C,3,1,6,10.0,13.0,20629
1005070,P00214442,M,26-35,2,A,0,0,8,,,5997
1005071,P00294242,F,26-35,7,B,2,0,4,5.0,,2851
1005074,P00327242,M,0-17,0,B,2,0,5,8.0,,8696
1005075,P00117942,M,51-55,6,C,1,1,5,15.0,,3505
1005076,P00255842,M,26-35,3,B,4+,0,16,,,20226
1005077,P00051442,M,26-35,2,A,0,0,8,17.0,,8010
1005078,P00117942,M,46-50,7,C,1,0,5,15.0,,7190
1005079,P00267642,M,26-35,4,C,0,0,8,,,7780
1005080,P00251242,F,51-55,12,B,2,1,5,11.0,,8668
1005081,P00117942,F,18-25,4,B,3,0,5,15.0,,7042
1005082,P00272842,M,36-45,1,C,4+,0,5,14.0,,8764
1005083,P00150942,M,26-35,4,B,4+,1,6,11.0,13.0,20537
1005084,P00117442,M,18-25,4,B,1,0,5,14.0,,3519
1005085,P00025442,M,55+,17,C,0,0,1,2.0,9.0,19622
1005086,P00124842,M,26-35,1,C,0,1,11,,,5937
1005087,P00232342,F,26-35,6,B,1,1,11,,,6090
1005088,P00112642,M,26-35,17,C,1,0,1,2.0,5.0,15869
1005089,P00084242,F,36-45,16,C,2,0,8,14.0,,7763
1005090,P00331942,F,36-45,19,B,3,1,5,,,6988
1005091,P00119742,M,26-35,17,B,1,1,5,8.0,12.0,8754
1005092,P00001142,M,55+,14,C,1,1,5,8.0,14.0,6870
1005095,P00205042,F,36-45,1,C,1,1,5,8.0,,8614
1005096,P00276542,M,26-35,11,B,2,0,8,,,2099
1005097,P00117242,M,55+,16,C,3,0,8,17.0,,9892
1005098,P00348242,M,51-55,7,C,4+,1,8,,,8122
1005099,P00016042,M,18-25,0,B,3,0,1,16.0,,15766
1005100,P00348242,M,51-55,6,B,1,1,8,,,9761
1005101,P00345942,M,26-35,0,B,1,1,8,15.0,,2061
1005102,P00052842,M,26-35,12,C,2,0,10,15.0,,23956
1005103,P00127342,F,36-45,16,C,1,0,1,2.0,15.0,15907
1005104,P00221442,M,36-45,20,C,1,0,1,2.0,5.0,19542
1005105,P00009342,M,51-55,7,C,1,1,1,16.0,,11783
1005106,P00031042,F,36-45,1,C,3,1,8,,,10033
1005107,P00019342,F,46-50,0,B,0,0,1,6.0,15.0,11651
1005108,P00295942,F,26-35,9,B,3,1,2,5.0,15.0,16493
1005109,P00176842,F,46-50,6,C,2,1,12,14.0,,1763
1005111,P00010742,M,36-45,2,B,1,1,1,8.0,17.0,15401
1005112,P00105142,M,36-45,13,B,1,0,1,2.0,15.0,11549
1005113,P00352542,M,26-35,0,A,3,1,1,17.0,,4124
1005114,P00178942,F,0-17,10,C,2,0,5,8.0,,8831
1005115,P00108942,M,55+,12,A,4+,0,8,,,8128
1005116,P00296042,M,36-45,6,C,0,1,8,13.0,16.0,7918
1005117,P00220442,F,26-35,0,B,0,0,5,14.0,,8597
1005118,P00015542,M,0-17,10,B,2,0,1,2.0,13.0,11894
1005119,P00114042,F,26-35,0,A,3,0,5,14.0,,7115
1005120,P00177442,M,51-55,7,A,2,0,1,6.0,8.0,15421
1005121,P00296942,M,26-35,7,C,4+,0,8,,,6064
1005122,P00255842,M,26-35,0,A,3,0,16,,,20657
1005123,P00301642,M,51-55,12,C,4+,1,5,,,5480
1005124,P00310842,M,36-45,2,B,1,0,6,8.0,10.0,12392
1005126,P00250242,M,26-35,11,B,4+,0,5,,,8704
1005127,P00140742,M,46-50,5,A,0,1,1,15.0,,15231
1005128,P00057542,M,51-55,7,C,1,1,3,4.0,5.0,11076
1005129,P00105142,M,46-50,17,B,1,1,1,2.0,15.0,12053
1005131,P00046742,F,26-35,1,B,3,0,1,2.0,15.0,15224
1005132,P00116142,M,36-45,7,C,1,1,10,13.0,16.0,19164
1005133,P00317842,M,18-25,11,B,0,0,8,,,3888
1005134,P00148642,M,26-35,17,B,2,0,6,10.0,13.0,20540
1005135,P00137242,M,36-45,7,C,4+,0,5,,,8603
1005136,P00239242,M,26-35,12,B,1,0,5,8.0,14.0,1750
1005137,P00254442,M,18-25,18,C,4+,0,1,2.0,,18993
1005138,P00288642,M,26-35,17,B,0,0,16,,,8093
1005139,P00211142,M,51-55,16,A,4+,1,5,,,5312
1005140,P00089442,M,26-35,6,B,2,0,8,,,5897
1005141,P00237542,M,18-25,17,B,2,1,1,15.0,16.0,19116
1005142,P00023042,M,26-35,1,B,1,1,5,14.0,,8739
1005143,P00353242,M,18-25,4,C,3,1,5,,,5332
1005144,P00328142,F,51-55,0,C,4+,1,8,16.0,,9814
1005145,P00268542,M,36-45,7,C,2,1,5,,,5412
1005146,P00288642,M,55+,1,A,0,0,16,,,16831
1005147,P00229742,M,18-25,0,C,0,0,1,16.0,,19323
1005148,P00331042,M,26-35,20,B,2,1,5,8.0,,8871
1005149,P00114842,M,36-45,1,B,3,0,5,,,5151
1005150,P00289342,M,26-35,3,C,3,1,5,8.0,14.0,5302
1005151,P00072842,M,18-25,19,C,1,0,5,8.0,,2032
1005153,P00344842,M,26-35,7,B,3,0,5,,,1892
1005154,P00057642,M,26-35,16,C,1,1,1,15.0,16.0,19430
1005155,P00037142,M,26-35,16,B,2,0,1,2.0,5.0,11582
1005156,P00278642,M,18-25,14,A,1,1,5,,,8831
1005157,P00265742,M,36-45,1,C,2,1,5,12.0,,5204
1005158,P00113242,F,18-25,4,C,4+,0,1,6.0,8.0,19199
1005159,P00025442,M,36-45,7,C,3,0,1,2.0,9.0,19640
1005161,P00346142,M,26-35,4,C,0,0,1,15.0,,15214
1005162,P00102642,M,26-35,17,A,1,1,4,8.0,9.0,2184
1005163,P00242742,M,46-50,6,B,1,1,1,2.0,9.0,19096
1005164,P00070042,F,36-45,17,A,0,0,1,2.0,16.0,7884
1005165,P00085242,M,36-45,6,C,1,1,8,14.0,17.0,10049
1005166,P00188442,M,51-55,6,B,1,1,5,7.0,,8853
1005167,P00297042,M,18-25,15,C,3,0,8,,,9972
1005169,P00208742,F,51-55,4,C,0,0,1,6.0,16.0,15845
1005170,P00334242,M,18-25,4,B,2,0,1,8.0,,15495
1005172,P00253142,F,36-45,11,B,1,0,1,2.0,5.0,11962
1005173,P00241642,M,0-17,10,C,3,0,1,2.0,11.0,15247
1005174,P00270242,M,46-50,1,C,4+,0,8,,,7959
1005175,P00293242,F,36-45,9,C,1,0,8,16.0,,9735
1005177,P00275642,M,46-50,14,C,0,1,8,,,7948
1005178,P00248142,M,51-55,0,C,1,1,5,,,8811
1005180,P00111842,M,36-45,11,C,1,1,8,,,9846
1005181,P00279342,M,26-35,7,C,1,1,5,14.0,,5276
1005182,P00127042,F,36-45,7,B,4+,1,4,5.0,,2087
1005183,P00148642,F,18-25,20,C,1,0,6,10.0,13.0,20193
1005184,P00348242,M,18-25,20,B,4+,1,8,,,8044
1005185,P00154242,F,36-45,4,C,1,0,8,,,7828
1005186,P00174242,M,36-45,12,C,2,0,15,16.0,,16784
1005187,P00295942,M,18-25,16,C,1,0,2,5.0,15.0,13320
1005191,P00207942,F,26-35,4,A,4+,0,6,8.0,,16498
1005192,P00111242,M,26-35,7,C,3,1,1,18.0,,11599
1005193,P00251942,M,36-45,12,B,2,1,1,2.0,5.0,15211
1005194,P00278642,M,26-35,7,C,3,1,5,,,6898
1005195,P00285842,M,36-45,7,B,0,1,5,,,7132
1005196,P00256642,M,55+,7,C,4+,1,5,,,3653
1005197,P00297942,F,55+,3,C,3,1,8,,,9908
1005198,P00249542,F,18-25,4,B,0,0,1,5.0,15.0,15192
1005199,P00046742,F,26-35,1,C,0,0,1,2.0,15.0,15411
1005200,P0097242,F,36-45,15,C,2,0,1,16.0,,19423
1005201,P00218342,M,51-55,7,C,1,1,5,,,3717
1005203,P00067842,F,46-50,6,B,4+,1,6,10.0,16.0,12509
1005204,P00020342,M,51-55,13,C,4+,1,1,2.0,,11880
1005205,P00124542,M,26-35,1,B,0,1,11,,,4682
1005206,P00103042,M,36-45,7,C,0,0,1,14.0,,15295
1005207,P00108542,M,26-35,0,A,3,1,5,8.0,14.0,8843
1005208,P00240242,M,26-35,4,A,1,1,1,15.0,16.0,15374
1005209,P00059442,M,51-55,1,C,4+,0,6,8.0,16.0,12319
1005210,P00083842,F,36-45,17,A,3,0,5,14.0,,8754
1005212,P00350042,M,18-25,2,B,4+,0,6,8.0,,19978
1005213,P00331942,M,18-25,0,C,2,0,5,,,7097
1005215,P00088142,F,55+,6,C,1,1,2,,,10147
1005217,P00334242,M,26-35,17,B,3,0,1,8.0,,15314
1005218,P00063342,M,18-25,0,C,1,0,1,2.0,9.0,15364
1005219,P00015342,M,18-25,4,B,2,1,2,4.0,,10022
1005220,P00181542,M,26-35,7,B,4+,0,11,16.0,,7599
1005222,P00113642,M,26-35,12,B,1,0,8,,,9825
1005223,P00021042,M,55+,10,C,1,1,8,14.0,,8121
1005224,P00102642,M,36-45,1,A,1,1,4,8.0,9.0,3499
1005225,P00334242,M,18-25,4,C,4+,1,1,8.0,,19055
1005226,P00337542,M,36-45,0,B,1,0,5,14.0,,6906
1005228,P00255842,M,0-17,0,C,4+,0,16,,,16459
1005229,P00263542,M,26-35,0,C,0,0,16,,,20446
1005230,P00085642,M,26-35,12,B,4+,0,5,14.0,,8583
1005232,P00329542,M,26-35,4,C,1,1,1,15.0,16.0,11770
1005233,P00064942,M,26-35,5,B,0,1,8,,,7962
1005234,P00057642,F,26-35,0,A,4+,1,1,15.0,16.0,15650
1005235,P00294542,M,26-35,4,C,1,0,8,,,9806
1005236,P00149342,M,26-35,14,C,1,1,13,16.0,,950
1005237,P00130742,M,26-35,7,B,4+,1,1,14.0,17.0,11399
1005239,P00114042,M,36-45,7,B,2,1,5,14.0,,7024
1005240,P00329642,F,26-35,0,C,1,1,8,14.0,,8132
1005241,P00086442,F,26-35,4,A,4+,0,8,13.0,15.0,2078
1005242,P00333542,M,26-35,1,C,3,1,8,,,4136
1005243,P00112142,M,0-17,10,C,4+,0,1,2.0,14.0,19496
1005246,P00074342,F,18-25,0,C,1,1,5,,,8814
1005247,P00238542,F,0-17,10,B,1,0,5,14.0,,3585
1005248,P00255842,F,46-50,14,B,1,1,16,,,16552
1005249,P00348842,F,46-50,14,B,1,1,1,6.0,,15484
1005250,P00138542,M,51-55,6,B,4+,1,5,6.0,,8731
1005251,P00141542,F,26-35,17,A,1,1,5,,,8829
1005252,P00279642,M,26-35,20,B,0,0,7,,,20450
1005253,P00085942,F,55+,13,C,1,0,2,4.0,8.0,12875
1005254,P00153742,M,18-25,4,C,1,1,8,,,7982
1005255,P00113442,M,0-17,10,A,3,0,3,5.0,,13190
1005256,P00014842,M,26-35,16,B,4+,1,1,2.0,5.0,8246
1005257,P00085542,F,26-35,2,A,4+,0,5,14.0,,6935
1005258,P00248942,M,36-45,4,C,1,0,1,6.0,14.0,11878
1005260,P00265742,M,36-45,7,A,1,1,5,12.0,,8902
1005261,P00346242,M,36-45,12,A,3,0,1,15.0,,15515
1005262,P00160542,F,26-35,14,C,2,0,5,12.0,,1856
1005263,P00345642,M,36-45,7,B,1,0,1,15.0,16.0,8137
1005264,P00044442,M,18-25,4,B,4+,0,1,16.0,,19257
1005265,P00072542,M,46-50,1,B,2,1,5,6.0,,1860
1005266,P00148642,M,36-45,1,C,1,0,6,10.0,13.0,16578
1005267,P00199742,M,36-45,7,C,2,0,5,16.0,,5364
1005269,P00121342,M,18-25,0,B,4+,0,1,5.0,18.0,19126
1005270,P00086442,M,26-35,12,C,3,1,8,13.0,15.0,9825
1005271,P00288642,F,26-35,0,A,1,0,16,,,8422
1005272,P00127842,M,26-35,7,A,4+,0,1,2.0,15.0,15881
1005273,P00119042,M,55+,20,B,3,1,5,,,8668
1005275,P0097842,M,26-35,17,A,4+,0,5,,,7112
1005276,P00001742,F,26-35,4,B,1,1,8,14.0,,7810
1005277,P00297642,M,26-35,20,B,2,0,8,,,5940
1005278,P00255942,F,26-35,7,B,1,0,1,16.0,,19224
1005279,P00184142,F,26-35,14,B,2,1,8,14.0,,7817
1005280,P00112142,M,18-25,4,C,3,0,1,2.0,14.0,19060
1005281,P00121342,M,26-35,2,A,2,0,1,5.0,18.0,15342
1005282,P00324942,F,18-25,4,B,1,1,5,,,5197
1005283,P00199142,M,18-25,2,C,1,1,5,8.0,14.0,5245
1005284,P00052442,M,26-35,16,C,1,0,5,8.0,,3629
1005285,P00250342,M,18-25,4,A,1,0,16,,,16669
1005286,P00236342,M,46-50,16,B,0,0,5,14.0,,1900
1005287,P00224142,M,26-35,8,C,0,0,8,,,6094
1005290,P00242742,F,18-25,4,B,0,1,1,2.0,9.0,4485
1005291,P00220442,M,46-50,1,C,3,1,5,14.0,,8634
1005292,P00065042,M,26-35,0,A,1,0,5,15.0,,8659
1005293,P00112442,M,26-35,12,C,2,0,6,8.0,,16616
1005294,P00110042,M,26-35,2,A,0,1,5,14.0,,8604
1005296,P00034742,F,0-17,0,C,2,0,5,14.0,17.0,8618
1005297,P00237842,M,26-35,12,C,4+,0,5,,,3542
1005298,P00323942,M,36-45,17,B,1,0,8,15.0,,6099
1005299,P00190742,M,26-35,2,B,3,1,3,4.0,9.0,2723
1005300,P00279542,M,26-35,20,A,0,0,8,,,9815
1005301,P00100842,M,26-35,17,C,1,1,5,,,7181
1005302,P00230842,F,0-17,10,A,1,0,8,,,7956
1005303,P00272242,F,55+,6,C,3,1,8,,,6200
1005304,P00028842,F,36-45,9,A,4+,1,6,8.0,,12140
1005305,P00295842,F,18-25,4,C,3,1,5,8.0,,7174
1005306,P00250642,F,26-35,17,B,4+,0,11,,,4710
1005307,P00173842,M,26-35,5,C,1,0,1,2.0,15.0,7785
1005308,P00046742,M,55+,7,C,2,0,1,2.0,15.0,11877
1005310,P00184942,F,55+,1,C,3,0,1,8.0,17.0,15870
1005311,P00232042,M,51-55,0,C,2,1,11,,,1671
1005312,P00049942,M,26-35,1,A,1,0,11,15.0,,4534
1005313,P00298042,M,55+,0,A,3,0,5,12.0,14.0,8822
1005314,P00031042,F,26-35,0,A,2,0,8,,,10041
1005315,P00116142,M,26-35,12,A,1,1,10,13.0,16.0,18446
1005316,P00242742,M,18-25,4,A,2,0,1,2.0,9.0,11477
1005317,P00079642,F,26-35,0,A,1,0,8,,,9915
1005318,P00303642,M,18-25,17,B,4+,1,8,14.0,,6121
1005319,P00052842,M,18-25,17,B,1,0,10,15.0,,23313
1005321,P00115342,M,26-35,4,C,0,0,5,8.0,14.0,5374
1005322,P00145042,M,36-45,17,A,3,1,1,2.0,5.0,15873
1005323,P00325742,M,26-35,20,B,1,1,2,9.0,,3231
1005324,P00334242,M,26-35,7,C,0,1,1,8.0,,15569
1005325,P00173542,F,51-55,7,C,3,1,5,8.0,,6943
1005326,P00288042,M,26-35,2,A,1,1,8,,,2305
1005327,P00105342,M,26-35,7,A,1,0,1,2.0,15.0,15388
1005328,P00114342,F,26-35,4,B,3,1,1,8.0,17.0,15889
1005329,P00250842,F,26-35,5,B,1,0,8,,,9952
1005330,P00113942,F,26-35,0,C,2,0,8,,,7792
1005332,P00229342,M,18-25,4,C,2,0,5,14.0,,7110
1005333,P00025942,F,26-35,7,A,4+,0,8,14.0,,10003
1005334,P00259742,F,55+,13,C,4+,1,8,14.0,,2006
1005335,P00213842,M,26-35,14,B,1,1,7,,,12849
1005336,P00110942,M,55+,7,C,4+,0,1,2.0,,19347
1005337,P00120342,F,36-45,3,C,3,1,5,17.0,,7026
1005338,P00129842,M,26-35,17,C,4+,0,6,8.0,15.0,16217
1005339,P00201442,M,18-25,17,C,1,0,1,6.0,8.0,15459
1005340,P00157342,F,51-55,3,C,1,1,8,,,9970
1005341,P00184442,F,26-35,3,C,1,1,1,6.0,8.0,11646
1005342,P00266942,F,36-45,7,B,2,0,8,13.0,14.0,7836
1005343,P00347142,F,26-35,9,A,1,1,5,,,3585
1005344,P00014542,F,51-55,1,C,3,0,8,,,7784
1005345,P00303342,F,26-35,17,C,2,1,1,16.0,,19526
1005346,P00255842,F,26-35,3,A,2,0,16,,,16255
1005347,P00115842,M,26-35,6,A,1,0,16,,,12722
1005348,P00262242,M,18-25,5,B,1,0,1,11.0,16.0,11725
1005349,P00075542,F,51-55,2,C,1,1,8,13.0,,9751
1005350,P00110942,M,18-25,5,A,1,0,1,2.0,,15715
1005351,P00025442,F,46-50,1,C,4+,1,1,2.0,9.0,15658
1005352,P00034742,F,36-45,5,C,1,1,5,14.0,17.0,8747
1005353,P00086342,M,26-35,6,C,4+,1,8,,,5997
1005355,P00145742,M,55+,0,B,0,1,1,2.0,,7818
1005357,P00139542,F,18-25,20,B,2,1,5,,,6920
1005359,P00343642,M,18-25,16,B,3,0,7,,,16638
1005360,P00255842,M,18-25,12,C,2,0,16,,,20580
1005361,P00034842,F,51-55,16,A,3,0,5,14.0,,5221
1005362,P00322942,M,36-45,13,C,1,0,2,8.0,16.0,13188
1005363,P00175542,M,55+,13,C,1,0,5,,,8744
1005364,P00255842,F,26-35,3,A,3,0,16,,,20426
1005365,P00307542,M,18-25,12,C,0,0,1,15.0,,19186
1005366,P00250642,M,18-25,12,C,3,0,11,,,4434
1005367,P00105142,M,18-25,4,A,1,0,1,2.0,15.0,15293
1005368,P00110542,F,26-35,17,C,1,0,8,,,7923
1005369,P00317442,M,26-35,15,A,1,0,1,8.0,,19433
1005371,P00115642,M,26-35,11,A,0,0,8,14.0,,9699
1005373,P00198742,M,18-25,12,A,1,0,1,2.0,11.0,15755
1005374,P00267542,M,36-45,7,C,4+,0,1,16.0,,15492
1005376,P00102342,M,26-35,17,B,1,1,8,14.0,17.0,7968
1005377,P00279542,F,18-25,3,B,3,0,8,,,8103
1005378,P00052142,M,36-45,18,A,1,0,8,14.0,,7842
1005382,P00114942,M,18-25,4,C,0,1,1,15.0,16.0,15821
1005383,P00127742,M,36-45,1,C,0,0,1,2.0,15.0,19218
1005384,P00289942,F,26-35,3,A,4+,0,3,4.0,5.0,10680
1005385,P00255842,M,26-35,12,B,0,1,16,,,20586
1005386,P00208742,M,26-35,14,C,3,0,1,6.0,16.0,15666
1005387,P00178642,F,26-35,1,B,4+,1,5,15.0,,5305
1005388,P00328042,F,18-25,4,C,1,0,8,14.0,,7775
1005389,P00237542,M,46-50,7,C,4+,1,1,15.0,16.0,18981
1005390,P00286642,M,0-17,0,C,1,0,11,14.0,,7512
1005392,P00265242,M,51-55,1,B,1,1,5,8.0,,6864
1005393,P00109742,M,36-45,7,C,2,0,8,,,5985
1005394,P00113242,M,18-25,0,A,2,0,1,6.0,8.0,11921
1005395,P00344442,M,51-55,1,C,1,1,5,8.0,14.0,8679
1005396,P00274442,M,26-35,6,C,0,0,1,18.0,,11902
1005397,P00046742,M,18-25,0,B,2,1,1,2.0,15.0,11711
1005398,P00113242,M,55+,17,C,4+,1,1,6.0,8.0,18959
1005399,P00242742,M,26-35,1,C,1,1,1,2.0,9.0,11817
1005400,P0097842,F,18-25,4,C,2,0,5,,,8598
1005401,P00114542,F,18-25,1,C,2,1,5,,,7148
1005402,P00323742,F,26-35,0,C,4+,1,8,,,8061
1005403,P00283942,M,0-17,10,B,1,0,5,,,8648
1005404,P00085242,M,26-35,0,C,4+,1,8,14.0,17.0,10043
